record_id,date,day_of_week,warehouse_id,warehouse_name,city,zone,product_id,product_name,category,subcategory,brand,unit_price_inr,cost_price_inr,opening_stock,units_sold,units_returned,return_reason,damaged_units,closing_stock,reorder_level,max_capacity,restock_quantity,availability_status,storage_type,shelf_life_days,expiry_date,supplier_name,delivery_time_mins,customer_rating,revenue_inr,profit_inr
4205,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,147,64,3,Quality Issue,2,86,45,300,0,In Stock,Dry Storage,365,2027-06-27,Metro Cash Carry,9.0,4.5,10560,1088
4206,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,67,66,5,Wrong Item Delivered,1,6,15,100,30,Low Stock,Dry Storage,270,2027-03-24,ITC Supply Chain,14.7,3.7,2640,528
4207,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,11,6,0,Not Returned,0,5,45,300,20,Low Stock,Frozen,180,2026-12-24,Amul Cooperative,11.1,4.1,1260,192
4208,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,44,6,0,Not Returned,0,38,15,100,0,In Stock,Cold Storage,5,2026-07-02,National FMCG Supplies,14.3,4.9,372,48
4209,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,23,2,0,Not Returned,0,21,15,100,0,In Stock,Cold Storage,6,2026-07-03,Metro Cash Carry,10.5,4.1,110,34
4210,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,79,25,1,Not Returned,1,55,30,200,0,In Stock,Dry Storage,365,2027-06-27,Amul Cooperative,13.0,3.8,4375,575
4211,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,92,23,0,Not Returned,1,69,15,100,0,In Stock,Dry Storage,210,2027-01-23,Reliance Retail Wholesale,9.3,4.7,575,138
4212,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,15,12,0,Not Returned,1,3,15,100,0,Low Stock,Dry Storage,120,2026-10-25,Amul Cooperative,7.3,3.6,780,132
4213,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,270,54,5,Damaged Packaging,3,221,45,300,0,In Stock,Cold Storage,7,2026-07-04,Reliance Retail Wholesale,7.4,4.7,2160,378
4214,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,36,6,0,Not Returned,0,30,37,250,50,Low Stock,Dry Storage,4,2026-07-01,ITC Supply Chain,15.3,4.1,270,54
4215,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,7,3,0,Not Returned,0,4,15,100,0,Low Stock,Cold Storage,180,2026-12-24,FreshFarm Distributors,19.1,3.7,825,90
4216,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,26,19,2,Customer Changed Mind,1,9,22,150,30,Low Stock,Cold Storage,10,2026-07-07,FreshFarm Distributors,12.9,4.5,760,266
4217,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,11,4,0,Not Returned,1,7,15,100,0,Low Stock,Dry Storage,730,2028-06-26,FreshFarm Distributors,12.0,4.1,380,68
4218,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,76,60,3,Damaged Packaging,1,19,22,150,0,Low Stock,Dry Storage,365,2027-06-27,National FMCG Supplies,13.6,4.1,14400,2100
4219,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,191,12,0,Not Returned,1,179,37,250,0,In Stock,Dry Storage,730,2028-06-26,HUL Direct Distribution,6.0,3.9,336,72
4220,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,212,5,0,Not Returned,2,207,45,300,0,In Stock,Dry Storage,1095,2029-06-26,National FMCG Supplies,16.4,3.6,2995,445
4221,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,2,1,0,Not Returned,0,1,15,100,0,Low Stock,Dry Storage,1095,2029-06-26,HUL Direct Distribution,8.6,4.9,599,89
4222,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,1,1,0,Not Returned,0,0,45,300,0,Out of Stock,Dry Storage,120,2026-10-25,HUL Direct Distribution,14.4,3.9,65,11
4223,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,28,22,0,Not Returned,0,6,45,300,0,Low Stock,Dry Storage,120,2026-10-25,HUL Direct Distribution,12.8,4.7,6358,748
4224,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,53,6,1,Customer Changed Mind,0,48,15,100,0,In Stock,Dry Storage,365,2027-06-27,FreshFarm Distributors,6.0,4.1,1050,138
4225,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,262,14,0,Not Returned,0,248,45,300,0,In Stock,Cold Storage,10,2026-07-07,HUL Direct Distribution,9.3,4.6,560,196
4226,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,33,12,0,Not Returned,0,21,22,150,50,Low Stock,Cold Storage,180,2026-12-24,ITC Supply Chain,11.5,4.3,3300,360
4227,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,123,62,1,Damaged Packaging,1,62,30,200,0,In Stock,Dry Storage,210,2027-01-23,Reliance Retail Wholesale,10.5,3.7,1550,372
4228,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,86,29,2,Damaged Packaging,0,59,37,250,0,In Stock,Dry Storage,365,2027-06-27,HUL Direct Distribution,15.2,4.6,4785,493
4229,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,143,13,0,Not Returned,1,130,37,250,0,In Stock,Dry Storage,730,2028-06-26,FreshFarm Distributors,12.4,3.5,364,78
4230,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,73,70,2,Damaged Packaging,2,5,22,150,50,Low Stock,Dry Storage,240,2027-02-22,Local Vendor Network,13.3,3.5,3500,630
4231,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,119,64,3,Damaged Packaging,2,58,30,200,0,In Stock,Dry Storage,730,2028-06-26,FreshFarm Distributors,15.0,4.6,8640,1472
4232,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,65,37,2,Expired Product,1,30,22,150,0,In Stock,Dry Storage,180,2026-12-24,Metro Cash Carry,12.9,4.5,4070,666
4233,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,101,23,1,Expired Product,1,79,22,150,0,In Stock,Dry Storage,150,2026-11-24,National FMCG Supplies,13.0,3.9,460,92
4234,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,149,4,0,Not Returned,3,145,37,250,0,In Stock,Cold Storage,7,2026-07-04,ITC Supply Chain,12.1,4.4,160,28
4235,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,195,70,1,Wrong Item Delivered,2,126,45,300,0,In Stock,Dry Storage,270,2027-03-24,HUL Direct Distribution,8.6,4.8,980,210
4236,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,101,60,2,Damaged Packaging,2,43,30,200,0,In Stock,Dry Storage,730,2028-06-26,ITC Supply Chain,13.0,4.0,5700,1020
4237,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,174,45,0,Not Returned,1,129,37,250,0,In Stock,Cold Storage,5,2026-07-02,National FMCG Supplies,13.8,4.9,2790,360
4238,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,158,15,1,Expired Product,3,144,37,250,0,In Stock,Cold Storage,6,2026-07-03,Local Vendor Network,8.0,4.2,825,255
4239,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,22,10,1,Damaged Packaging,1,13,22,150,50,Low Stock,Frozen,365,2027-06-27,National FMCG Supplies,11.2,4.4,1490,240
4240,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,229,38,2,Expired Product,1,193,37,250,0,In Stock,Dry Storage,365,2027-06-27,ITC Supply Chain,16.6,4.7,9120,1330
4241,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,0,0,0,Not Returned,0,0,15,100,0,Out of Stock,Cold Storage,15,2026-07-12,Reliance Retail Wholesale,16.6,4.6,0,0
4242,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,93,5,0,Not Returned,1,88,22,150,0,In Stock,Dry Storage,4,2026-07-01,Amul Cooperative,10.0,4.8,225,45
4243,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,72,27,1,Not Returned,0,46,22,150,0,In Stock,Dry Storage,270,2027-03-24,National FMCG Supplies,12.4,4.8,1080,216
4244,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,275,28,0,Not Returned,0,247,45,300,0,In Stock,Dry Storage,730,2028-06-26,Metro Cash Carry,13.7,4.9,1540,280
4245,2026-06-27,Saturday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,138,37,0,Not Returned,2,101,30,200,0,In Stock,Frozen,180,2026-12-24,National FMCG Supplies,12.7,3.7,7770,1184
4246,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,198,37,2,Customer Changed Mind,4,163,45,300,0,In Stock,Cold Storage,5,2026-07-02,Reliance Retail Wholesale,13.6,4.1,2294,296
4247,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,84,29,1,Wrong Item Delivered,1,56,22,150,0,In Stock,Dry Storage,1095,2029-06-26,National FMCG Supplies,15.5,3.8,17371,2581
4248,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,0,0,0,Not Returned,0,0,15,100,0,Out of Stock,Dry Storage,240,2027-02-22,National FMCG Supplies,12.5,4.5,0,0
4249,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,127,53,4,Wrong Item Delivered,2,78,30,200,0,In Stock,Dry Storage,730,2028-06-26,Metro Cash Carry,12.0,4.1,1484,318
4250,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,129,74,1,Customer Changed Mind,2,56,37,250,0,In Stock,Dry Storage,730,2028-06-26,National FMCG Supplies,14.3,4.0,9990,1702
4251,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,120,31,1,Quality Issue,2,90,30,200,0,In Stock,Cold Storage,10,2026-07-07,Local Vendor Network,6.0,3.9,1240,434
4252,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,190,14,0,Not Returned,0,176,30,200,0,In Stock,Dry Storage,4,2026-07-01,Metro Cash Carry,8.1,5.0,630,126
4253,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,39,28,1,Customer Changed Mind,0,12,45,300,0,Low Stock,Dry Storage,365,2027-06-27,National FMCG Supplies,13.0,4.3,6720,980
4254,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,59,37,0,Not Returned,2,22,22,150,0,Low Stock,Dry Storage,180,2026-12-24,HUL Direct Distribution,6.0,3.9,4070,666
4255,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,50,21,0,Not Returned,0,29,45,300,0,Low Stock,Dry Storage,150,2026-11-24,Amul Cooperative,7.8,3.6,420,84
4256,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,96,5,0,Not Returned,1,91,22,150,0,In Stock,Cold Storage,7,2026-07-04,HUL Direct Distribution,11.7,3.7,200,35
4257,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,58,46,1,Customer Changed Mind,0,13,22,150,0,Low Stock,Cold Storage,15,2026-07-12,Metro Cash Carry,11.1,3.6,1610,506
4258,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,74,55,0,Not Returned,1,19,30,200,80,Low Stock,Cold Storage,180,2026-12-24,Local Vendor Network,7.3,3.9,15125,1650
4259,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,108,59,1,Customer Changed Mind,1,50,30,200,0,In Stock,Dry Storage,270,2027-03-24,Metro Cash Carry,11.7,4.7,826,177
4260,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,45,4,1,Customer Changed Mind,2,42,15,100,0,In Stock,Dry Storage,120,2026-10-25,National FMCG Supplies,12.3,4.6,260,44
4261,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,58,13,1,Damaged Packaging,0,46,15,100,0,In Stock,Dry Storage,270,2027-03-24,HUL Direct Distribution,12.7,5.0,520,104
4262,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,46,24,1,Wrong Item Delivered,1,23,15,100,0,In Stock,Dry Storage,730,2028-06-26,HUL Direct Distribution,8.1,4.2,1320,240
4263,2026-06-27,Saturday,WH004,Delhi Dwarka Dark Store,Delhi,North,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,117,61,2,Not Returned,1,58,45,300,0,In Stock,Dry Storage,365,2027-06-27,FreshFarm Distributors,6.0,4.6,10675,1403
4264,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,20,18,2,Expired Product,1,4,15,100,0,Low Stock,Dry Storage,730,2028-06-26,Amul Cooperative,11.2,3.8,504,108
4265,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,175,67,5,Customer Changed Mind,1,113,37,250,0,In Stock,Dry Storage,730,2028-06-26,Metro Cash Carry,14.3,4.0,3685,670
4266,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,47,35,0,Not Returned,0,12,37,250,30,Low Stock,Dry Storage,180,2026-12-24,Amul Cooperative,8.2,4.6,3850,630
4267,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,57,26,0,Not Returned,1,31,15,100,0,In Stock,Dry Storage,240,2027-02-22,ITC Supply Chain,14.7,4.8,1300,234
4268,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,34,0,0,Not Returned,0,34,30,200,0,In Stock,Dry Storage,150,2026-11-24,HUL Direct Distribution,13.6,3.7,0,0
4269,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,174,26,0,Not Returned,1,148,37,250,0,In Stock,Dry Storage,210,2027-01-23,Metro Cash Carry,14.2,4.5,650,156
4270,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,242,8,1,Not Returned,4,235,37,250,0,In Stock,Cold Storage,5,2026-07-02,Reliance Retail Wholesale,8.9,4.7,496,64
4271,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,53,46,2,Quality Issue,0,9,30,200,20,Low Stock,Dry Storage,270,2027-03-24,HUL Direct Distribution,11.1,3.8,644,138
4272,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,177,17,0,Not Returned,2,160,37,250,0,In Stock,Dry Storage,730,2028-06-26,Local Vendor Network,11.9,4.9,1615,289
4273,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,64,27,0,Not Returned,0,37,45,300,30,Low Stock,Frozen,365,2027-06-27,ITC Supply Chain,8.6,4.5,4023,648
4274,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,243,77,2,Damaged Packaging,4,168,45,300,0,In Stock,Dry Storage,730,2028-06-26,ITC Supply Chain,6.7,3.7,10395,1771
4275,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,33,33,0,Not Returned,0,0,15,100,30,Out of Stock,Cold Storage,180,2026-12-24,ITC Supply Chain,9.2,3.6,9075,990
4276,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,119,22,1,Damaged Packaging,0,98,45,300,0,In Stock,Dry Storage,120,2026-10-25,Local Vendor Network,10.0,4.9,6358,748
4277,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,199,30,1,Wrong Item Delivered,2,170,30,200,0,In Stock,Dry Storage,365,2027-06-27,FreshFarm Distributors,8.8,4.4,4950,510
4278,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,6,5,0,Not Returned,0,1,30,200,30,Low Stock,Cold Storage,7,2026-07-04,Metro Cash Carry,8.7,4.6,200,35
4279,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,51,36,2,Customer Changed Mind,0,17,37,250,50,Low Stock,Cold Storage,6,2026-07-03,National FMCG Supplies,11.8,5.0,1980,612
4280,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,152,57,4,Customer Changed Mind,0,99,30,200,0,In Stock,Dry Storage,4,2026-07-01,Amul Cooperative,13.6,4.0,2565,513
4281,2026-06-27,Saturday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,40,12,0,Not Returned,1,28,15,100,0,In Stock,Dry Storage,270,2027-03-24,Local Vendor Network,15.4,3.9,480,96
4282,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,103,16,0,Not Returned,0,87,22,150,0,In Stock,Dry Storage,730,2028-06-26,HUL Direct Distribution,11.8,4.4,1520,272
4283,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,46,3,0,Not Returned,0,43,22,150,0,In Stock,Cold Storage,180,2026-12-24,Metro Cash Carry,9.4,3.6,825,90
4284,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,37,30,2,Damaged Packaging,0,9,22,150,0,Low Stock,Dry Storage,730,2028-06-26,National FMCG Supplies,11.4,4.5,1650,300
4285,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,212,47,3,Not Returned,4,168,37,250,0,In Stock,Dry Storage,210,2027-01-23,HUL Direct Distribution,10.8,4.6,1175,282
4286,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,155,15,1,Customer Changed Mind,2,141,37,250,0,In Stock,Cold Storage,10,2026-07-07,National FMCG Supplies,7.1,3.8,600,210
4287,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,42,3,0,Not Returned,0,39,37,250,0,In Stock,Dry Storage,1095,2029-06-26,Amul Cooperative,8.4,3.7,1797,267
4288,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,139,47,3,Damaged Packaging,1,95,22,150,0,In Stock,Frozen,180,2026-12-24,Amul Cooperative,14.4,3.7,9870,1504
4289,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,141,51,1,Quality Issue,1,91,30,200,0,In Stock,Dry Storage,180,2026-12-24,Reliance Retail Wholesale,6.0,3.5,5610,918
4290,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,47,11,0,Not Returned,0,36,15,100,0,In Stock,Dry Storage,365,2027-06-27,National FMCG Supplies,14.4,4.5,1925,253
4291,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,244,74,1,Damaged Packaging,3,171,37,250,0,In Stock,Dry Storage,365,2027-06-27,Reliance Retail Wholesale,10.2,3.8,12210,1258
4292,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,91,23,0,Not Returned,1,68,45,300,0,In Stock,Dry Storage,4,2026-07-01,FreshFarm Distributors,10.0,4.2,1035,207
4293,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,105,72,4,Quality Issue,0,37,22,150,0,In Stock,Dry Storage,270,2027-03-24,FreshFarm Distributors,9.7,4.6,2880,576
4294,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,34,11,0,Not Returned,0,23,15,100,0,In Stock,Dry Storage,365,2027-06-27,ITC Supply Chain,8.6,4.0,2640,385
4295,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,126,9,0,Not Returned,3,117,30,200,0,In Stock,Dry Storage,240,2027-02-22,FreshFarm Distributors,15.3,4.5,450,81
4296,2026-06-27,Saturday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,139,3,0,Not Returned,0,136,37,250,0,In Stock,Cold Storage,5,2026-07-02,National FMCG Supplies,11.7,4.5,186,24
